GENE	r2	GENEID	POP	HSQ	HSQSE	HSQP	VG	VGSE
SFXN2	0.19180609470854715	ENSG00000156398.6	YRI	0.298603	0.12443	0.03144	0.317074	0.163691
SFXN4	0.041184744672928736	ENSG00000183605.10	YRI	-0.138475	0.082698	0.1626	-0.13586	0.084967
SGK3	0.03350116399408809	ENSG00000104205.7	YRI	-0.015174	0.03118	0.3855	-0.015116	0.031145
SGOL2	0.019484165278314418	ENSG00000163535.13	YRI	-0.116892	0.002161	0.07171	-0.122105	0.013862
SGPP1	0.02680790784780339	ENSG00000126821.7	YRI	0.039108	0.095228	0.3693	0.038673	0.094627
SGPP2	0.034266411360055975	ENSG00000163082.9	YRI	-0.185364	8.24e-4	0.005359	-0.187528	0.020701
SGSH	0.02299576523813655	ENSG00000181523.7	YRI	0.16092	0.136688	0.1739	0.153671	0.134829
SGSM3	0.0013894199493883232	NA	NA	NA	NA	NA	NA	NA
SGTA	0.006672002554988578	ENSG00000104969.4	YRI	-0.028133	0.106387	0.4284	-0.028805	0.109028
SGTB	4.05009860533997e-4	ENSG00000197860.5	YRI	-0.066904	0.031262	0.148	-0.068868	0.033739
SH2B2	0.015943900369906925	ENSG00000160999.8	YRI	-0.093642	0.025649	0.3691	-0.097423	0.031094
SH2B3	0.4109595460403678	ENSG00000111252.5	YRI	0.377369	0.084213	2.066e-8	0.31589	0.095724
SH2D3C	0.003521064614143956	NA	NA	NA	NA	NA	NA	NA
SH2D4A	0.019095662253291335	ENSG00000104611.7	YRI	-0.042667	0.093912	0.3788	-0.043154	0.095245
SH3BP1	0.0011106853463677803	ENSG00000100092.14	YRI	-0.065187	0.06497	0.2849	-0.06831	0.069195
SH3BP2	1.7116197443644298e-7	ENSG00000087266.11	YRI	-0.024589	0.048264	0.3706	-0.024706	0.048658
SH3GLB2	2.739294192662056e-4	ENSG00000148341.12	YRI	-0.147578	0.045087	0.1196	-0.151537	0.052738
SH3TC1	2.8967294550910643e-4	ENSG00000125089.10	YRI	-0.053143	0.155748	0.4092	-0.053821	0.158229
SH3YL1	0.007166753940523154	ENSG00000035115.15	YRI	0.210548	0.123846	0.07529	0.210756	0.133814
SHISA5	0.014762725059733037	ENSG00000164054.10	YRI	-0.010042	0.020107	0.3775	-0.009578	0.019228
SHKBP1	0.007968278166275532	ENSG00000160410.8	YRI	-0.056355	0.07844	0.3299	-0.058141	0.08163
SHMT1	0.08292053512296788	ENSG00000176974.11	YRI	0.014619	0.068231	0.4361	0.014957	0.069898
SHPRH	0.009925453561092973	ENSG00000146414.10	YRI	-0.049212	0.002274	0.04838	-0.049411	0.006104
SHROOM3	0.023817702121587448	ENSG00000138771.9	YRI	0.058298	0.107875	0.3429	0.05543	0.103143
SIDT2	0.08162624253584612	ENSG00000149577.9	YRI	-0.008184	0.081136	0.4718	-0.008224	0.081556
SIGIRR	0.08827828326217226	ENSG00000185187.7	YRI	0.338229	0.108138	0.001992	0.332756	0.125676
SIGLEC5	0.09785302391937736	ENSG00000105501.6	YRI	0.24985	0.130287	0.05568	0.25623	0.143269
SIK2	0.021420291937640463	ENSG00000170145.4	YRI	0.072087	0.094968	0.2574	0.074328	0.099186
SIK3	0.011973048240061495	ENSG00000160584.11	YRI	0.404751	0.165464	0.04672	0.439208	0.209274
SIN3A	0.0010504228141177607	ENSG00000169375.11	YRI	-0.034302	0.038512	0.3195	-0.034402	0.039069
SIPA1	0.0011701278015683128	ENSG00000213445.4	YRI	-0.143694	0.006726	0.1031	-0.154492	0.019495
SIPA1L1	0.00109762713060305	ENSG00000197555.5	YRI	-0.139963	0.042752	0.07457	-0.134676	0.045636
SIRT1	0.057956559364745974	ENSG00000096717.7	YRI	0.101653	0.069972	0.09584	0.100777	0.071588
SIRT3	0.002383287746026855	ENSG00000142082.10	YRI	-0.061284	0.045433	0.2274	-0.062785	0.047521
SIRT5	0.02318707726427342	ENSG00000124523.9	YRI	-0.185212	0.005394	0.01617	-0.189502	0.022197
SIRT6	0.014121780311936366	ENSG00000077463.9	YRI	0.456822	0.20485	0.07766	0.488809	0.261929
SKA1	0.04130006768142591	ENSG00000154839.4	YRI	0.044349	0.086477	0.3504	0.044546	0.087091
SKA2	0.07228203209616299	ENSG00000182628.7	YRI	0.077351	0.0673	0.1336	0.077964	0.069616
SKAP1	0.15961047996677927	ENSG00000141293.9	YRI	0.327489	0.089614	3.351e-4	0.293168	0.09777
SKAP2	0.01288196792903843	ENSG00000005020.8	YRI	-0.161262	9.62e-4	0.03914	-0.171802	0.019021
SKIV2L	0.03465445857613023	ENSG00000204351.5	YRI	-0.035281	0.043002	0.3072	-0.035843	0.044066
SLA2	0.01738046302490731	ENSG00000101082.9	YRI	0.066979	0.072235	0.2006	0.066058	0.072304
SLAIN1	0.02077046646377401	ENSG00000139737.14	YRI	-0.100227	0.022936	0.09148	-0.102154	0.027031
SLAIN2	0.019898695968125456	ENSG00000109171.9	YRI	-0.00868	0.037566	0.4383	-0.008984	0.038906
SLAMF6	0.02565903985756056	ENSG00000162739.9	YRI	-0.04798	0.077493	0.3492	-0.048166	0.078244
SLAMF7	0.0302729051990569	ENSG00000026751.11	YRI	0.071068	0.105798	0.3003	0.07222	0.10854
SLC11A2	0.06935086367768842	ENSG00000110911.10	YRI	0.228741	0.11503	0.04053	0.226978	0.125647
SLC12A3	0.004232412136822414	ENSG00000070915.5	YRI	0.051054	0.108873	0.3628	0.053057	0.113554
SLC12A4	0.012838851508653052	ENSG00000124067.11	YRI	-0.031424	0.00526	0.1137	-0.031098	0.006488
SLC12A6	0.01921014736440752	ENSG00000140199.7	YRI	0.01605	0.086247	0.4463	0.015428	0.082922
SLC12A7	0.1193306669289809	ENSG00000113504.13	YRI	0.10457	0.103064	0.2186	0.108858	0.109218
SLC14A1	0.026264431361314226	ENSG00000141469.9	YRI	-0.001617	0.095572	0.4951	-0.001537	0.09083
SLC15A2	0.0010851534126332862	ENSG00000163406.5	YRI	-0.049861	0.042179	0.2707	-0.046211	0.039801
SLC15A3	4.8023427652653925e-4	ENSG00000110446.4	YRI	-0.023022	0.079115	0.4228	-0.021139	0.072788
SLC15A4	5.181654624838542e-4	ENSG00000139370.6	YRI	0.273579	0.163813	0.1118	0.263044	0.165344
SLC16A1	0.006553010489544492	ENSG00000155380.7	YRI	-0.110322	0.04876	0.2348	-0.110361	0.053587
SLC16A14	0.05520055066527234	ENSG00000163053.6	YRI	0.035084	0.097947	0.3932	0.03333	0.093304
SLC16A5	0.07388474186958056	ENSG00000170190.10	YRI	0.282593	0.1054	0.00862	0.281507	0.118487
SLC16A9	0.2766466770186425	ENSG00000165449.7	YRI	-0.044738	0.114352	0.4	-0.046804	0.120094
SLC17A5	4.4362235935354834e-4	ENSG00000119899.11	YRI	0.026816	0.070177	0.3827	0.026121	0.06852
SLC17A9	0.03580993843437162	ENSG00000101194.12	YRI	-0.093926	0.047761	0.1549	-0.096426	0.050936
SLC19A2	0.010236501634478956	ENSG00000117479.7	YRI	0.248441	0.096795	0.01559	0.237988	0.103278
SLC1A3	0.1344259988476587	ENSG00000079215.8	YRI	0.028385	0.091753	0.4091	0.027394	0.088665
SLC1A4	0.2687408892031997	ENSG00000115902.5	YRI	0.17533	0.159384	0.2076	0.164123	0.155115
SLC20A1	2.5555932469635274e-5	ENSG00000144136.5	YRI	0.314251	0.111861	0.01149	0.317053	0.130164
SLC20A2	0.005746780782635274	ENSG00000168575.5	YRI	-0.02573	0.045502	0.3612	-0.025258	0.044905
SLC22A1	0.025350079943346662	ENSG00000175003.8	YRI	-0.036636	0.079014	0.3805	-0.036837	0.079659
SLC22A5	0.026864981272822747	ENSG00000197375.7	YRI	0.144023	0.102695	0.1258	0.147783	0.109902
SLC23A1	0.00132045664047821	ENSG00000170482.11	YRI	-8.64e-4	0.053788	0.4953	-8.69e-4	0.054089
SLC24A1	0.08056812443932349	ENSG00000074621.8	YRI	0.156005	0.103612	0.07558	0.157924	0.111348
SLC25A1	4.352919285879765e-4	ENSG00000100075.5	YRI	0.038935	0.051346	0.2603	0.038666	0.051375
SLC25A15	0.02210260580810168	ENSG00000102743.8	YRI	0.050551	0.084068	0.3221	0.049864	0.083416
SLC25A17	0.006079849293300913	ENSG00000100372.10	YRI	-0.004296	0.041768	0.4712	-0.004457	0.043329
SLC25A19	0.07584761549681948	ENSG00000125454.6	YRI	-0.030079	0.057848	0.3696	-0.031011	0.059826
SLC25A24	0.09514182397975579	ENSG00000085491.11	YRI	0.029076	0.099164	0.4142	0.027249	0.093109
SLC25A29	0.17444234673554315	ENSG00000197119.7	YRI	0.080863	0.076024	0.1791	0.083659	0.079932
SLC25A32	0.0010855169930198258	ENSG00000164933.5	YRI	0.065167	0.097623	0.3052	0.064594	0.097874
SLC25A40	0.0011279438382842324	ENSG00000075303.8	YRI	0.099109	0.11597	0.2258	0.098088	0.117849
SLC25A41	0.604537390874665	ENSG00000181240.8	YRI	0.806719	0.153773	0.01959	0.999065	0.320592
SLC25A42	0.05869035693953219	NA	NA	NA	NA	NA	NA	NA
SLC25A46	0.024991822145857694	ENSG00000164209.11	YRI	-0.087497	0.078291	0.2475	-0.082944	0.07689
SLC26A2	0.007180146485803141	ENSG00000155850.7	YRI	0.177433	0.111902	0.09851	0.17017	0.11186
SLC26A6	0.052067248010333314	ENSG00000225697.5	YRI	-0.005914	0.021749	0.4284	-0.005976	0.021994
SLC27A2	0.06359082162755014	NA	NA	NA	NA	NA	NA	NA
SLC27A3	0.01288136519318832	ENSG00000143554.9	YRI	0.107492	0.088894	0.158	0.106599	0.091209
SLC27A5	0.4790913469811524	ENSG00000083807.4	YRI	0.552755	0.089009	1.824e-6	0.538313	0.136227
SLC29A1	9.124035943477266e-4	ENSG00000112759.11	YRI	-0.024453	0.214183	0.4682	-0.025294	0.221668
SLC29A3	0.04952575468236008	ENSG00000198246.7	YRI	0.236547	0.117474	0.06064	0.242626	0.127502
SLC2A11	1.8873305735203925e-4	ENSG00000133460.13	YRI	0.006218	0.07473	0.476	0.006079	0.073069
SLC2A13	0.02447829186376914	ENSG00000151229.7	YRI	0.209645	0.090541	0.01539	0.212881	0.102004
SLC2A8	0.029200253095007147	ENSG00000136856.11	YRI	0.072121	0.071547	0.1969	0.073241	0.073924
SLC2A9	0.14438000556917097	ENSG00000109667.7	YRI	0.099128	0.087544	0.1474	0.097231	0.088883
SLC30A5	0.008252825510393453	ENSG00000145740.13	YRI	0.111749	0.102449	0.1657	0.112648	0.106175
SLC30A6	0.004230566166379706	NA	NA	NA	NA	NA	NA	NA
SLC30A9	0.006897127513326594	ENSG00000014824.7	YRI	-0.139759	0.02155	0.03656	-0.142608	0.028766
SLC31A1	0.008496706854771816	ENSG00000136868.8	YRI	-0.037332	0.051111	0.3281	-0.038544	0.053197
SLC31A2	0.027845440657044074	ENSG00000136867.6	YRI	-0.114051	0.00929	0.07419	-0.118543	0.01753
SLC33A1	0.0026696709224969272	ENSG00000169359.8	YRI	-0.101462	0.029446	0.07417	-0.097746	0.031919
SLC35A1	0.007008924652894	ENSG00000164414.11	YRI	0.175587	0.082579	0.02079	0.178658	0.090459
SLC35A3	0.0673137968878263	ENSG00000117620.7	YRI	0.333113	0.117441	0.006834	0.328049	0.138009
SLC35A4	0.0054099970286571	ENSG00000176087.9	YRI	0.112327	0.085126	0.09106	0.104625	0.082849
SLC35A5	0.06063548533398537	ENSG00000138459.4	YRI	0.034805	0.082637	0.3757	0.033998	0.080978
SLC35B2	0.025196127072714986	ENSG00000157593.11	YRI	0.424372	0.16432	0.03797	0.410189	0.182817
SLC35B3	0.13954169143388015	ENSG00000124786.8	YRI	0.15225	0.091976	0.06592	0.154639	0.097559
SLC35B4	0.0027685222613053257	ENSG00000205060.6	YRI	0.026481	0.064968	0.3784	0.027236	0.066967
SLC35D1	0.0441520801388271	ENSG00000116704.6	YRI	-0.010368	0.066909	0.457	-0.010589	0.06836
SLC35D2	0.001399884808595538	ENSG00000130958.7	YRI	-0.014106	0.060619	0.4374	-0.013437	0.057752
SLC35E3	0.002247232431222782	ENSG00000175782.7	YRI	0.256706	0.138499	0.07162	0.262039	0.151966
SLC35F2	0.07120048398583755	ENSG00000110660.9	YRI	-0.083728	0.058622	0.2203	-0.085899	0.06223
SLC36A1	0.023793942490167887	ENSG00000123643.6	YRI	0.135883	0.120716	0.1924	0.137477	0.125258
SLC36A4	0.024154167581961622	ENSG00000180773.10	YRI	0.361814	0.119589	0.002251	0.353848	0.140063
SLC37A1	0.0022875097448288076	ENSG00000160190.8	YRI	0.002432	0.135306	0.4948	0.002476	0.137733
SLC37A2	0.16277725306378146	ENSG00000134955.7	YRI	0.185838	0.109303	0.05702	0.186861	0.114951
SLC37A3	0.01885206083718818	ENSG00000157800.12	YRI	-0.065496	0.047428	0.2484	-0.067615	0.050089
SLC38A10	0.011758011286692306	ENSG00000157637.8	YRI	-0.043131	0.07516	0.355	-0.043952	0.077053
SLC38A6	8.516681479270328e-4	ENSG00000139974.11	YRI	0.274459	0.131001	0.004531	0.271892	0.14576
SLC38A7	0.037860537041931444	ENSG00000103042.4	YRI	0.039003	0.100127	0.3857	0.03958	0.101944
SLC38A9	0.01500969759499474	ENSG00000177058.7	YRI	-0.042197	0.028953	0.2318	-0.042313	0.029716
SLC39A1	0.02635168511570676	ENSG00000143570.12	YRI	0.022906	0.03986	0.3231	0.023119	0.040388
SLC39A11	0.008964420626267351	ENSG00000133195.6	YRI	0.087456	0.185264	0.3647	0.085663	0.182389
SLC39A13	9.097566316820158e-5	ENSG00000165915.9	YRI	0.030223	0.04041	0.259	0.030657	0.041306
SLC39A14	0.05549153546054698	ENSG00000104635.8	YRI	0.439592	0.182528	0.02082	0.45609	0.224808
SLC39A6	0.014503758408316967	ENSG00000141424.6	YRI	-0.140009	0.033064	0.06586	-0.144863	0.040936
SLC41A1	0.20410445036791217	ENSG00000133065.6	YRI	0.407809	0.105442	2.706e-4	0.394132	0.123904
SLC41A2	0.05820700593847289	ENSG00000136052.5	YRI	0.095777	0.128717	0.2902	0.096086	0.130655
SLC41A3	0.05137832382323269	ENSG00000114544.10	YRI	0.070616	0.08886	0.2669	0.071847	0.091313
SLC44A5	0.17331549772033694	ENSG00000137968.11	YRI	0.76904	0.092867	6.15e-6	0.85714	0.228956
SLC45A3	0.01348675266906767	ENSG00000158715.5	YRI	0.098166	0.094006	0.2096	0.099297	0.096557
SLC46A1	0.0012743141533588063	ENSG00000076351.7	YRI	0.540739	0.117605	0.002246	0.635122	0.21396
SLC46A3	0.003011801756497109	ENSG00000139508.10	YRI	-0.05261	0.077336	0.3346	-0.049334	0.072981
SLC4A1AP	0.003925355302121493	ENSG00000163798.9	YRI	-0.055203	0.033681	0.2743	-0.056988	0.03613
SLC4A7	0.0014222515624303178	ENSG00000033867.12	YRI	0.12032	0.114734	0.1705	0.121682	0.119416
SLC5A6	7.491368764139015e-4	ENSG00000138074.9	YRI	-0.086328	1e-5	0.005697	-0.092083	0.010106
SLC6A16	0.05702246905417524	ENSG00000063127.10	YRI	0.084542	0.100602	0.2591	0.087069	0.10487
SLC6A4	0.03377671115374022	ENSG00000108576.4	YRI	-0.046112	0.052271	0.2906	-0.041495	0.048114
SLC7A1	0.00719171154386669	ENSG00000139514.7	YRI	-0.121267	0.106475	0.2432	-0.126027	0.114107
SLC7A7	0.3513090930536345	ENSG00000155465.13	YRI	0.517533	0.115835	5.084e-4	0.495569	0.141231
SLC8A3	0.07923310222598702	ENSG00000100678.14	YRI	0.064055	0.098926	0.3068	0.065761	0.102374
SLC9A2	0.01148530391603986	ENSG00000115616.2	YRI	0.024487	0.098481	0.4268	0.022561	0.0908
SLC9A8	0.019054252966591582	ENSG00000197818.7	YRI	0.06814	0.097074	0.2922	0.069003	0.099016
SLCO2B1	0.00740905692931489	ENSG00000137491.9	YRI	-0.160138	0.041325	0.08027	-0.153014	0.046408
SLFN11	0.0030414096842521924	ENSG00000172716.11	YRI	0.223305	0.146363	0.1282	0.218971	0.154837
SLFN12	0.09826221538168207	ENSG00000172123.7	YRI	0.182327	0.107295	0.07291	0.186352	0.116502
SLFN13	0.021664746908445318	ENSG00000154760.9	YRI	-0.039351	0.056748	0.3276	-0.039848	0.057877
SLFN5	0.6549856438491813	ENSG00000166750.4	YRI	0.900968	0.035285	2.12e-13	0.898351	0.140034
SLIT1	2.995786094673646e-6	ENSG00000187122.9	YRI	-0.050728	0.068673	0.3274	-0.046721	0.063844
SLK	0.020664952586717026	ENSG00000065613.9	YRI	0.022139	0.093864	0.4306	0.021425	0.090924
SLMO1	0.06374342901674612	ENSG00000141391.8	YRI	0.354689	0.112729	0.001795	0.356792	0.136397
SLMO2	6.233630103560932e-4	ENSG00000101166.11	YRI	-0.155536	0.077026	0.1477	-0.149043	0.077344
SLTM	0.02538596601836853	ENSG00000137776.12	YRI	0.048544	0.075506	0.3094	0.04971	0.077642
SLU7	0.017977282526708625	ENSG00000164609.5	YRI	0.029773	0.081403	0.3903	0.030176	0.082626
SMAD1	0.09468774704854385	ENSG00000170365.5	YRI	0.242371	0.131204	0.06566	0.262793	0.158988
SMAP1	0.026484236897302067	ENSG00000112305.9	YRI	-0.061835	0.058219	0.2777	-0.05668	0.054216
SMAP2	0.004860626242276981	NA	NA	NA	NA	NA	NA	NA
SMARCA4	0.07152674143031192	ENSG00000127616.9	YRI	0.150023	0.112326	0.1296	0.136811	0.106448
SMARCAD1	0.0015535476382787748	ENSG00000163104.12	YRI	0.026782	0.087476	0.4103	0.027096	0.088731
SMARCAL1	0.028276195089036962	ENSG00000138375.8	YRI	-0.133778	0.104007	0.2136	-0.138436	0.112242
SMARCB1	0.07501214494278918	ENSG00000099956.12	YRI	0.365818	0.108872	0.004704	0.356929	0.125384
SMARCC1	0.037743545058279426	ENSG00000173473.6	YRI	0.040933	0.059722	0.287	0.04149	0.06139
SMARCE1	0.06425721701401463	ENSG00000073584.13	YRI	0.180285	0.134289	0.1291	0.188187	0.147898
SMC1B	0.08444470765164601	ENSG00000077935.12	YRI	0.401706	0.145328	0.01738	0.41319	0.171512
SMC2	0.04756899724399926	ENSG00000136824.13	YRI	0.134874	0.076477	0.03292	0.133977	0.079869
SMC4	0.0012631390071868298	ENSG00000113810.10	YRI	-0.952723	1.92e-4	9.358e-9	-0.540453	0.059376
SMC6	0.019321016967754144	ENSG00000163029.11	YRI	-0.020548	0.113499	0.4509	-0.019861	0.109713
SMCHD1	8.373256471417872e-4	ENSG00000101596.8	YRI	-0.144158	0.176946	0.3186	-0.1466	0.184864
SMCR8	0.00522272436503996	ENSG00000176994.7	YRI	-0.042436	0.024805	0.3022	-0.041105	0.025159
SMG5	2.1398548519811064e-4	ENSG00000198952.5	YRI	-0.118257	0.016078	0.04482	-0.119022	0.021984
SMG6	2.0977923927214146e-4	NA	NA	NA	NA	NA	NA	NA
SMO	0.014102893174769704	ENSG00000128602.5	YRI	-0.026099	0.060311	0.388	-0.026617	0.061642
SMPD2	0.08275239395148651	ENSG00000135587.4	YRI	0.119672	0.117931	0.1348	0.117812	0.120719
SMPD3	0.03863999136496462	ENSG00000103056.7	YRI	0.026945	0.045703	0.3189	0.027699	0.047164
SMPDL3B	0.09069184677145437	ENSG00000130768.8	YRI	0.103208	0.083309	0.1188	0.100131	0.0833
SMUG1	0.06097424282586254	ENSG00000123415.9	YRI	0.222275	0.133227	0.08089	0.221941	0.140855
SMURF1	0.0011848026705942132	ENSG00000198742.5	YRI	0.332106	0.127077	0.005557	0.349616	0.159801
SMURF2	0.00660952517739168	ENSG00000108854.10	YRI	0.050139	0.069873	0.2906	0.047854	0.067221
SMYD2	0.02297271907842746	ENSG00000143499.9	YRI	-0.137258	0.033647	0.04897	-0.128956	0.036064
SMYD3	0.12378082838919156	ENSG00000185420.13	YRI	0.052514	0.113805	0.3646	0.053624	0.116569
SMYD4	0.007046646260517012	ENSG00000186532.7	YRI	-0.090052	0.003295	0.06221	-0.083398	0.009967
SNAP23	0.009686821050789442	ENSG00000092531.5	YRI	-0.083531	0.001137	0.02593	-0.082294	0.009239
SNAP29	0.00833149664555497	ENSG00000099940.6	YRI	0.093504	0.099012	0.1807	0.088134	0.095356
SNAPC1	0.034787683912581205	ENSG00000023608.4	YRI	-0.117458	0.047066	0.1135	-0.114442	0.048834
SNAPC3	0.03226944597616801	ENSG00000164975.10	YRI	0.215687	0.106396	0.02646	0.213009	0.115177
SNAPC4	0.006962440935161318	ENSG00000165684.3	YRI	-0.469705	0.002034	6.987e-5	-0.444297	0.049289
SNAPC5	0.012363384090570218	ENSG00000174446.7	YRI	-0.030624	0.119311	0.4298	-0.028406	0.110883
SNAPIN	0.06328585001257367	ENSG00000143553.6	YRI	-0.079077	0.038256	0.134	-0.08011	0.040995
SNHG11	0.013771782520207242	ENSG00000174365.14	YRI	-0.065146	0.080783	0.3077	-0.061509	0.077182
SNHG7	0.14986628905831598	ENSG00000233016.1	YRI	0.451391	0.159609	0.01514	0.445525	0.198405
SNRNP200	0.010578762771787643	ENSG00000144028.9	YRI	-0.024317	0.028441	0.3231	-0.02459	0.029129
SNRNP25	0.13015108909664275	ENSG00000161981.6	YRI	0.117536	0.122132	0.2134	0.117055	0.125127
SNRNP40	0.009798211228876474	ENSG00000060688.8	YRI	-0.019617	0.055279	0.4095	-0.019811	0.055912
SNRNP48	0.002740888589514767	ENSG00000168566.9	YRI	-0.0014	0.068034	0.494	-0.001418	0.068914
SNRPA	0.0014858502254700315	ENSG00000077312.2	YRI	0.094299	0.110736	0.2471	0.090566	0.108021
SNRPB2	0.0671509723974316	ENSG00000125870.6	YRI	-0.199292	0.038373	0.02504	-0.205289	0.049541
SNRPD1	0.009663757603839786	ENSG00000167088.4	YRI	-0.023919	0.043164	0.3639	-0.023906	0.043343
SNRPF	0.05328754980121572	ENSG00000139343.6	YRI	0.041516	0.09666	0.3757	0.038672	0.090218
SNTB1	0.05421361893730796	ENSG00000172164.9	YRI	0.101614	0.117468	0.2596	0.102924	0.121172
SNTB2	3.010409439097211e-4	ENSG00000168807.11	YRI	-0.010297	0.068168	0.4581	-0.010659	0.07061
SNUPN	2.3822238857737927e-4	ENSG00000169371.9	YRI	-0.075079	0.003853	0.08094	-0.076479	0.009714
SNX1	0.007851446481865284	ENSG00000028528.10	YRI	0.077036	0.074394	0.1652	0.07623	0.075117
SNX10	0.09524486125656305	ENSG00000086300.11	YRI	0.269844	0.109746	0.02015	0.25226	0.113622
SNX11	0.11800805383558974	ENSG00000002919.9	YRI	0.24726	0.099882	0.009856	0.232208	0.10717
SNX16	0.14529903776719205	ENSG00000104497.9	YRI	0.41737	0.135526	0.0107	0.449724	0.189676
SNX17	0.01853422141989618	ENSG00000115234.6	YRI	-0.04192	0.033949	0.2542	-0.041796	0.034498
SNX19	0.0072024974228606185	ENSG00000120451.6	YRI	-0.228829	0.024067	0.0593	-0.224849	0.037352
SNX2	5.860770056924505e-4	ENSG00000205302.2	YRI	0.115933	0.088309	0.1221	0.115401	0.090581
SNX20	0.0013633308096520796	ENSG00000167208.9	YRI	-0.158899	0.04733	0.1458	-0.166134	0.057599
SNX24	0.1412519796287509	ENSG00000064652.6	YRI	0.237389	0.091888	0.01386	0.206882	0.08858
SNX25	0.00712043872022848	ENSG00000109762.10	YRI	0.089516	0.115061	0.2754	0.088797	0.114943
SNX32	0.07332716517284335	ENSG00000172803.12	YRI	0.271563	0.095662	0.004003	0.271499	0.109786
SNX5	0.023237160003346385	ENSG00000089006.11	YRI	-0.240943	0.010522	0.02694	-0.258095	0.032716
SNX6	0.0052340609580234405	ENSG00000129515.14	YRI	-0.017412	0.071142	0.4337	-0.017511	0.071619
SNX7	0.24625871367658048	ENSG00000162627.12	YRI	0.144763	0.10442	0.1004	0.14684	0.110015
SNX9	0.006258087276677901	ENSG00000130340.9	YRI	0.096064	0.100447	0.2181	0.096576	0.102891
SOAT1	0.0073868846145553665	ENSG00000057252.8	YRI	-0.067048	0.032416	0.1617	-0.067972	0.034434
SOCS4	0.01195181761926109	ENSG00000180008.8	YRI	-0.068313	0.025011	0.1467	-0.067078	0.026178
SOCS6	0.004278212646334388	ENSG00000170677.4	YRI	0.032787	0.093673	0.3985	0.032546	0.093165
SOD2	0.017181354011011358	ENSG00000112096.11	YRI	-0.171009	0.019592	0.2324	-0.181702	0.032982
SORD	0.11708185248976592	ENSG00000140263.9	YRI	0.398883	0.128468	0.00438	0.425909	0.176878
SORL1	0.0239396306522183	ENSG00000137642.7	YRI	0.09012	0.112525	0.2724	0.092462	0.116663
SORT1	0.003552062505406563	ENSG00000134243.7	YRI	-0.067208	0.051666	0.238	-0.068399	0.053595
SOS2	0.01598320919912021	ENSG00000100485.7	YRI	0.06415	0.107328	0.3109	0.064729	0.109492
SP100	0.0010049292441111982	ENSG00000067066.11	YRI	0.064818	0.36812	0.4624	0.065665	0.374409
SP110	0.16556966343068674	ENSG00000135899.11	YRI	0.108091	0.103132	0.192	0.109831	0.106948
SP140	0.005695850513737404	ENSG00000079263.11	YRI	0.083836	0.109237	0.2663	0.080605	0.106284
SP140L	0.07076633073561389	ENSG00000185404.12	YRI	0.257675	0.123147	0.03263	0.237384	0.123527
SPA17	0.5321322972725155	ENSG00000064199.2	YRI	0.556761	0.085903	4.771e-6	0.522723	0.12052
SPAG1	7.94521272085363e-5	ENSG00000104450.8	YRI	-0.093295	0.032957	0.1173	-0.090217	0.034343
SPAG6	0.0010709298687527184	ENSG00000077327.9	YRI	0.064637	0.08856	0.2873	0.065712	0.090987
SPAG7	0.03244299315342447	ENSG00000091640.3	YRI	0.210482	0.221048	0.2449	0.213298	0.234443
SPAG9	0.020066848990961318	ENSG00000008294.14	YRI	0.025825	0.106983	0.43	0.026604	0.110329
SPATA1	8.786971378793854e-6	ENSG00000122432.11	YRI	0.024017	0.089421	0.4222	0.022673	0.084506
SPATA18	3.421519630627016e-4	ENSG00000163071.6	YRI	-0.006972	0.047454	0.46	-0.007052	0.048014
SPATA20	0.4453351906012695	ENSG00000006282.13	YRI	0.661386	0.112643	2.939e-5	0.657316	0.169385
SPATA24	0.0038389076349894763	ENSG00000170469.6	YRI	-0.060502	0.017613	0.1087	-0.05915	0.018918
SPATA5	0.01948514238775963	ENSG00000145375.6	YRI	-0.021575	0.085192	0.433	-0.021234	0.08399
SPATA5L1	0.18253431623221605	ENSG00000171763.13	YRI	0.357348	0.101474	8.781e-5	0.339399	0.119494
SPATA7	0.1818390429770455	ENSG00000042317.12	YRI	0.237163	0.127258	0.03618	0.247301	0.146805
SPATS2L	0.08197521765129748	ENSG00000196141.7	YRI	0.142085	0.092702	0.09637	0.134276	0.092059
SPCS1	0.029206401442423417	ENSG00000114902.8	YRI	0.053061	0.056396	0.2028	0.052686	0.056908
SPCS3	0.013895891805093775	ENSG00000129128.8	YRI	0.194718	0.120762	0.06976	0.200401	0.131005
SPEF2	0.012642934192751455	ENSG00000152582.8	YRI	-0.014114	0.066166	0.4413	-0.013676	0.064168
SPG11	0.0015851158252070834	NA	NA	NA	NA	NA	NA	NA
SPG20	5.368262977117788e-5	ENSG00000133104.7	YRI	0.195564	0.116288	0.08829	0.197367	0.12314
SPG21	0.05513277291733667	ENSG00000090487.6	YRI	0.030698	0.049962	0.3105	0.028872	0.047203
SPG7	0.11023898206279294	ENSG00000197912.8	YRI	0.193582	0.132288	0.1131	0.198406	0.14428
SPICE1	2.9806092782239834e-4	ENSG00000163611.7	YRI	0.068771	0.082898	0.2652	0.071521	0.087257
SPINT2	0.16849625973608331	ENSG00000167642.6	YRI	0.103728	0.078043	0.1315	0.097042	0.075159
SPIRE1	0.003944708660588271	ENSG00000134278.9	YRI	0.099047	0.101717	0.2235	0.102468	0.107557
SPOCK2	0.037656301627330586	ENSG00000107742.7	YRI	-0.025089	0.098785	0.4302	-0.024568	0.09702
